SIGLA ICAO AERÓDROMO;SIGLA IATA AERÓDROMO;NOME AERÓDROMO;MUNICÍPIO AERÓDROMO;ESTADO AERÓDROMO;PAÍS AERÓDROMO;AERONAVE CRÍTICA;LATITUDE;LONGITUDE
LTAP;MZH;AMASYA MERZIFON AIRPORT;MERZIFON, AMASYA;;TURQUIA;N/I;40,829167;35,521944
LTAR;VAS;SIVAS AIRPORT;SIVAS;;TURQUIA;N/I;39,766667;37,016667
LTAS;ONQ;ZONGULDAK AIRPORT;ZONGULDAK;;TURQUIA;N/I;41,506389;32,088611
LTAT;MLX;MALATYA ERHAÇ AIRPORT;MALATYA;;TURQUIA;N/I;38,435278;38,090833
LTAU;ASR;ERKILET INTERNATIONAL AIRPORT;KAYSERI;;TURQUIA;N/I;38,770278;35,495278
LTAW;TJK;TOKAT AIRPORT;TOKAT;;TURQUIA;N/I;40,311667;36,373611
LTAY;DNZ;DENIZLI ÇARDAK AIRPORT;DENIZLI;;TURQUIA;N/I;37,785556;29,701111
LTAZ;NAV;NEVŞEHIR KAPADOKYA AIRPORT;NEVŞEHIR;;TURQUIA;N/I;38,768889;34,526389
LTBA;ISL;ATATÜRK INTERNATIONAL AIRPORT;ISTANBUL;;TURQUIA;N/I;40,976111;28,814167
LTBD;CII;AYDIN AIRPORT;AYDIN;;TURQUIA;N/I;37,815;27,889167
LTBF;BZI;BALIKESIR AIRPORT;BALIKESIR;;TURQUIA;N/I;39,619167;27,925833
LTBG;BDM;BANDIRMA AIRPORT;BANDIRMA, BALIKESIR;;TURQUIA;N/I;40,317778;27,9775
LTBH;CKZ;ÇANAKKALE AIRPORT;ÇANAKKALE;;TURQUIA;N/I;40,137722;26,426778
LTBI;ESK;ESKIŞEHIR AIRPORT;ESKIŞEHIR;;TURQUIA;N/I;39,783889;30,581944
LTBJ;ADB;ADNAN MENDERES AIRPORT;İZMIR;;TURQUIA;N/I;38,289167;27,155
LTBK;...;GAZIEMIR AIR BASE;İZMIR;;TURQUIA;N/I;38,319106;27,159353
LTBL;IGL;ÇIĞLI AIRPORT;İZMIR;;TURQUIA;N/I;38,512778;27,01
LTBN;...;KÜTAHYA AIR BASE;KÜTAHYA;;TURQUIA;N/I;39,426667;30,016667
LTBO;USQ;UŞAK AIRPORT;UŞAK;;TURQUIA;N/I;38,6796;29,4816
LTBQ;KCO;CENGIZ TOPEL NAVAL AIR STATION;KOCAELI;;TURQUIA;N/I;40,735028;30,083336
LTBR;YEI;YENIŞEHIR AIRPORT;BURSA;;TURQUIA;N/I;40,255;29,5625
LTBS;DLM;DALAMAN AIRPORT;DALAMAN, MUĞLA;;TURQUIA;N/I;36,714722;28,792778
LTBU;TEQ;TEKIRDAĞ ÇORLU AIRPORT;ÇORLU, TEKIRDAĞ;;TURQUIA;N/I;41,138333;27,919167
LTBV;BXN;BODRUM-IMSIK AIRPORT;BODRUM;;TURQUIA;N/I;37,140278;27,669722
LTBW;...;ISTANBUL HEZARFEN AIRFIELD;ISTANBUL;;TURQUIA;N/I;41,1045;28,55
LTBX;...;ISTANBUL SAMANDIRA ARMY AIR BASE;ISTANBUL;;TURQUIA;N/I;40,992778;29,215556
LTBY;AOE;ANADOLU AIRPORT;ESKIŞEHIR;;TURQUIA;N/I;39,81;30,519444
LTBZ;KZR;ZAFER AIRPORT;KÜTAHYA;;TURQUIA;N/I;39,111389;30,13
LTCA;EZS;ELAZIĞ AIRPORT;ELAZIĞ;;TURQUIA;N/I;38,606667;39,291389
LTCB;OGU;ORDU-GIRESUN AIRPORT;ORDU;;TURQUIA;N/I;40,966667;38,066667
LTCC;DIY;DIYARBAKIR AIRPORT;DIYARBAKIR;;TURQUIA;N/I;37,893889;40,200833
LTCD;ERC;ERZINCAN AIRPORT;ERZINCAN;;TURQUIA;N/I;39,71;39,526944
LTCE;ERZ;ERZURUM AIRPORT;ERZURUM;;TURQUIA;N/I;39,955278;41,169167
LTCF;KSY;KARS AIRPORT;KARS;;TURQUIA;N/I;40,562222;43,115003
LTCG;TZX;TRABZON AIRPORT;TRABZON;;TURQUIA;N/I;40,9951;39,7897
LTCI;VAN;VAN FERIT MELEN AIRPORT;VAN;;TURQUIA;N/I;38,468333;43,332222
LTCJ;BAL;BATMAN AIRPORT;BATMAN;;TURQUIA;N/I;37,932222;41,116389
LTCK;MSR;MUŞ AIRPORT;MUŞ;;TURQUIA;N/I;38,744722;41,653889
LTCL;SXZ;SIIRT AIRPORT;SIIRT;;TURQUIA;N/I;37,978056;41,839167
LTCM;NOP;SINOP AIRPORT;SINOP;;TURQUIA;N/I;42,015833;35,066389
LTCN;KCM;KAHRAMANMARAŞ AIRPORT;KAHRAMANMARAŞ;;TURQUIA;N/I;37,538889;36,953333
LTCO;AJI;AĞRI AIRPORT;AĞRI;;TURQUIA;N/I;39,654444;43,027222
LTCP;ADF;ADIYAMAN AIRPORT;ADIYAMAN;;TURQUIA;N/I;37,731667;38,468889
LTCR;MQM;MARDIN AIRPORT;MARDIN;;TURQUIA;N/I;37,2233;40,6317
LTCS;GNY;ŞANLIURFA GAP AIRPORT;ŞANLIURFA;;TURQUIA;N/I;37,45;38,9
LTCU;BGG;BINGÖL AIRPORT;BINGÖL;;TURQUIA;N/I;38,861111;40,5925
LTCV;NKT;ŞIRNAK AIRPORT;CIZRE;;TURQUIA;N/I;37,363889;42,06
LTDA;HTY;HATAY AIRPORT;ANTAKYA, HATAY;;TURQUIA;N/I;36,362778;36,282222
LTFB;...;SELÇUK-EFES AIRPORT;SELÇUK, İZMIR;;TURQUIA;N/I;37,950556;27,329167
LTFC;ISE;ISPARTA SÜLEYMAN DEMIREL AIRPORT;ISPARTA;;TURQUIA;N/I;37,865;30,381944
LTFD;EDO;EDREMIT KÖRFEZ AIRPORT;EDREMIT, BALIKESIR;;TURQUIA;N/I;39,554444;27,013611
LTFE;BJV;MILAS-BODRUM AIRPORT;MILAS, MUĞLA;;TURQUIA;N/I;37,250556;27,664167
LTFG;GZP;ANTALYA GAZIPAŞA AIRPORT;GAZIPAŞA, ANTALYA;;TURQUIA;N/I;36,299;32,3
LTFH;SZF;SAMSUN-ÇARŞAMBA AIRPORT;SAMSUN;;TURQUIA;N/I;41,265556;36,548611
LTFJ;SAW;SABIHA GÖKÇEN INTERNATIONAL AIRPORT;ISTANBUL;;TURQUIA;N/I;40,898333;29,309167
LTFK;GKD;GÖKÇEADA AIRPORT;GÖKÇEADA, ÇANAKKALE;;TURQUIA;N/I;40,201111;25,882222
LTFM;IST;ISTANBUL AIRPORT;ISTANBUL;;TURQUIA;N/I;41,275278;28,751944
LUBL;BZY;BĂLŢI AIRPORT;BĂLŢI;;MOLDÁVIA;N/I;47,843056;27,777222
LUBM;...;MĂRCULEŞTI AIRPORT;MĂRCULEŞTI;;MOLDÁVIA;N/I;47,8625;28,2125
LUCH;...;CAHUL AIRPORT;CAHUL;;MOLDÁVIA;N/I;45,843889;28,263611
LUCL;...;CHADYR LUNGA AIRPORT;CHADYR LUNGA;;MOLDÁVIA;N/I;46,034994;28,851844
LUKK;KIV;CHIŞINĂU INTERNATIONAL AIRPORT;CHIŞINĂU;;MOLDÁVIA;N/I;46,927778;28,930833
LWOH;OHD;OHRID AIRPORT;OHRID;;REPÚBLICA DA MACEDÔNIA;N/I;41,18;20,742222
LWSK;SKP;SKOPJE AIRPORT;SKOPJE;;REPÚBLICA DA MACEDÔNIA;N/I;41,961111;21,626944
LXGB;GIB;GIBRALTAR AIRPORT;GIBRALTAR;;GIBRALTAR;N/I;36,151111;-5,349722
LYBE;BEG;BELGRADE NIKOLA TESLA INTERNATIONAL AIRPORT;BELGRADE;;SÉRVIA;N/I;44,819444;20,306944
LYBJ;LJB;LISIČJI JARAK AIRPORT;PADINSKA SKELA/BELGRADE;;SÉRVIA;N/I;44,936958;20,442556
LYBR;IVG;BERANE AIRPORT;BERANE, MONTENEGRO;;MONTENEGRO;N/I;42,839028;19,862028
LYBT;BJY;BATAJNICA AIRPORT;BATAJNICA/BELGRADE;;SÉRVIA;N/I;44,935278;20,2575
LYKV;...;MORAVA AIRPORT;KRALJEVO;;SÉRVIA;N/I;43,818611;20,585278
LYNI;INI;NIŠ CONSTANTINE THE GREAT INTERNATIONAL AIRPORT;NIŠ;;SÉRVIA;N/I;43,337222;21,853611
LYNK;...;KAPINO POLJE AIRPORT;NIKŠIĆ, MONTENEGRO;;MONTENEGRO;N/I;42,774319;18,915117
LYNS;QND;NOVI SAD-ČENEJ AIRPORT;NOVI SAD;;SÉRVIA;N/I;45,385742;19,833892
LYPG;TGD;PODGORICA AIRPORT;PODGORICA, MONTENEGRO;;MONTENEGRO;N/I;42,359444;19,251944
LYPJ;...;GOLUBOVCI AIRBASE;GOLUBOVCI, MONTENEGRO;;MONTENEGRO;N/I;42,333333;19,25
LYPO;...;ĆEMOVSKO POLJE AIRPORT;PODGORICA, MONTENEGRO;;MONTENEGRO;N/I;42,422317;19,290778
LYTR;...;TRSTENIK AIRPORT;TRSTENIK;;SÉRVIA;N/I;43,614189;21,030217
LYTV;TIV;TIVAT AIRPORT;TIVAT, MONTENEGRO;;MONTENEGRO;N/I;42,404722;18,723333
LYUZ;UZC;UŽICE-PONIKVE AIRPORT;UŽICE;;SÉRVIA;N/I;43,898886;19,697683
LYVR;...;VRŠAC AIRPORT;VRŠAC;;SÉRVIA;N/I;45,147778;21,309722
LZIB;BTS;MILAN RASTISLAV ŠTEFÁNIK AIRPORT (BRATISLAVA AIRPORT);BRATISLAVA;;ESLOVÁQUIA;N/I;48,17;17,212778
LZKZ;KSC;KOŠICE INTERNATIONAL AIRPORT;KOŠICE;;ESLOVÁQUIA;N/I;48,663056;21,241111
LZMA;...;MARTIN AIRPORT;MARTIN;;ESLOVÁQUIA;N/I;49,065278;18,950833
LZMC;...;MALACKY AIR BASE;MALACKY;;ESLOVÁQUIA;N/I;48,401944;17,118333
LZPP;PZY;PIEŠŤANY AIRPORT;PIEŠŤANY;;ESLOVÁQUIA;N/I;48,625;17,828611
LZPW;POV;PREŠOV AIR BASE;PREŠOV;;ESLOVÁQUIA;N/I;49,029722;21,315556
LZSE;...;SENICA AIRPORT;SENICA;;ESLOVÁQUIA;N/I;48,657778;17,329722
LZSL;SLD;SLIAČ AIRPORT;SLIAČ;;ESLOVÁQUIA;N/I;48,638056;19,134167
LZTN;...;TRENČÍN AIRPORT;TRENČÍN;;ESLOVÁQUIA;N/I;48,865;17,992222
LZTT;TAT;POPRAD-TATRY AIRPORT;POPRAD;;ESLOVÁQUIA;N/I;49,073611;20,241111
LZZI;ILZ;ŽILINA AIRPORT;ŽILINA;;ESLOVÁQUIA;N/I;49,231389;18,613333
MBPV;PLS;PROVIDENCIALES INTERNATIONAL AIRPORT;PROVIDENCIALES;;ILHAS TURCAS E CAICOS;N/I;21,77361;-72,26583
MDCY;AZS;SAMANÁ EL CATEY INTERNATIONAL AIRPORT;SAMANÁ;;REPÚBLICA DOMINICANA;N/I;19,26944;-69,73694
MDJB;JBQ;LA ISABELA INTERNATIONAL AIRPORT (DR. JOAQUÍN BALAGUER);SANTO DOMINGO;;REPÚBLICA DOMINICANA;N/I;18,57556;-69,98139
MDLR;LRM;LA ROMANA INTERNATIONAL AIRPORT;LA ROMANA;;REPÚBLICA DOMINICANA;N/I;18,45222;-68,91111
MDPC;PUJ;PUNTA CANA;PUNTA CANA;;REPÚBLICA DOMINICANA;N/I;18,5675;-68,3633333333333
MDPP;POP;GREGORIO LUPERÓN INTERNATIONAL AIRPORT;PUERTO PLATA;;REPÚBLICA DOMINICANA;N/I;19,75778;-70,57
MDSD;SDQ;SAO DOMINGO/DE LAS AMÉRICAS;SAO DOMINGO/DE LAS AMÉRICAS;;REPÚBLICA DOMINICANA;N/I;18,4297222222222;-69,6688888888889
MDSI;...;SAN ISIDRO AIR BASE;SAN ISIDRO;;REPÚBLICA DOMINICANA;N/I;18,5;-69,766667
MDST;STI;CIBAO INTERNATIONAL AIRPORT (SANTIAGO MUNICIPAL);SANTIAGO;;REPÚBLICA DOMINICANA;N/I;19,40583;-70,60444
MGGT;GUA;AEROPORTO INTERNACIONAL LA AURORA;GUATEMALA/LA AURORA;;GUATEMALA;N/I;14,5833333333333;-90,5275
MGSJ;GSJ;SAN JOSÉ AIRPORT;PUERTO SAN JOSÉ, ESCUINTLA;;GUATEMALA;N/I;13,936111;-90,835833
MGSM;...;SAN MARCOS AIRPORT;SAN MARCOS, SAN MARCOS;;GUATEMALA;N/I;29,892778;-97,863056
MHDU;...;MOCORÓN AIRPORT (DURZONA);MOCORÓN;;HONDURAS;N/I;-14,989101;-84,220802
MHLM;SAP;RAMÓN VILLEDA MORALES INTERNATIONAL AIRPORT;LA MESA (NEAR SAN PEDRO SULA) (MHSP);;HONDURAS;1A;15,4528;-87,9236
MHSB;...;SANTA BÁRBARA AIRPORT;SANTA BÁRBARA (MHSZ);;HONDURAS;N/I;14,916667;-88,233333
MHSC;XPL;PALMEROLA AIR BASE (CORONEL ENRIQUE SOTO CANO AIR BASE);COMAYAGUA (MHPA/ENQ);;HONDURAS;N/I;14,38222;-87,62111
MHSP;...;SAN PEDRO SULA;SAN PEDRO SULA;;HONDURAS;N/I;15,4527777777778;-87,9236111111111
MHTG;TGU;TONCONTÍN INTERNATIONAL AIRPORT;TEGUCIGALPA;;HONDURAS;N/I;14,06167;-87,21694
MKJP;KIN;KINGSTON/NORMAN MANLEY INTL;KINGSTON/NORMAN MANLEY INTL;;JAMAICA;N/I;17,9355555555556;-76,7875
MKJS;MBJ;SANGSTER INTERNATIONAL AIRPORT;MONTEGO BAY;;JAMAICA;N/I;18,50361;-77,91333
MMAA;ACA;GENERAL JUAN N. ÁLVAREZ INTERNATIONAL AIRPORT;ACAPULCO/GEN.JUAN ALVAREZ;;MÉXICO;N/I;16,7569444444444;-99,7536111111111
MMAN;NTR;DEL NORTE INTERNATIONAL AIRPORT;MONTERREY, NUEVO LEÓN;;MÉXICO;N/I;25,865556;-100,238056
MMAS;AGU;LIC. JESÚS TERÁN PEREDO INTERNATIONAL AIRPORT;AGUASCALIENTES, AGUASCALIENTES;;MÉXICO;N/I;21,705556;-102,317778
MMBT;HUX;BAHÍAS DE HUATULCO INTERNATIONAL AIRPORT;HUATULCO, OAXACA;;MÉXICO;N/I;15,775278;-96,2625
MMCB;CVJ;GENERAL MARIANO MATAMOROS AIRPORT;CUERNAVACA, MORELOS;;MÉXICO;N/I;18,835;-99,261944
MMCC;ACN;CIUDAD ACUÑA INTERNATIONAL AIRPORT;CIUDAD ACUÑA, COAHUILA;;MÉXICO;N/I;29,333889;-101,100833
MMCE;CME;CIUDAD DEL CARMEN INTERNATIONAL AIRPORT;CIUDAD DEL CARMEN, CAMPECHE;;MÉXICO;N/I;18,653611;-91,798889
MMCG;NCG;NUEVO CASAS GRANDES MUNICIPAL AIRPORT;NUEVO CASAS GRANDES, CHIHUAHUA;;MÉXICO;N/I;31,636389;-106,428611
MMCL;CUL;FEDERAL DE BACHIGUALATO INTERNATIONAL AIRPORT;CULIACÁN, SINALOA;;MÉXICO;N/I;24,764444;-107,474444
MMCM;CTM;CHETUMAL INTERNATIONAL AIRPORT;CHETUMAL, QUINTANA ROO;;MÉXICO;N/I;18,504667;-88,326847
MMCN;CEN;CIUDAD OBREGÓN INTERNATIONAL AIRPORT;CIUDAD OBREGÓN, SONORA;;MÉXICO;N/I;27,3925;-109,833056
MMCP;CPE;ING. ALBERTO ACUÑA ONGAY INTERNATIONAL AIRPORT;CAMPECHE, CAMPECHE;;MÉXICO;N/I;19,816794;-90,500314
MMCS;CJS;ABRAHAM GONZÁLEZ INTERNATIONAL AIRPORT;CIUDAD JUÁREZ, CHIHUAHUA;;MÉXICO;N/I;31,636389;-106,428611
MMCT;CZA;CHICHEN ITZA INTERNATIONAL AIRPORT;CHICHEN ITZA, YUCATÁN;;MÉXICO;N/I;20,641294;-88,446219
MMCU;CUU;GENERAL ROBERTO FIERRO VILLALOBOS INTERNATIONAL AIRPORT;CHIHUAHUA, CHIHUAHUA;;MÉXICO;N/I;28,702778;-105,961667
MMCV;CVM;GENERAL PEDRO J. MÉNDEZ NATIONAL AIRPORT;CIUDAD VICTORIA, TAMAULIPAS;;MÉXICO;N/I;23,703889;-98,956389
MMCY;CYW;CAPTAIN ROGELIO CASTILLO NATIONAL AIRPORT;CELAYA, GUANAJUATO;;MÉXICO;N/I;20,545833;-100,886389
MMCZ;CZM;COZUMEL INTERNATIONAL AIRPORT;COZUMEL, QUINTANA ROO;;MÉXICO;N/I;20,515;-86,928889
MMDO;DGO;GENERAL GUADALUPE VICTORIA INTERNATIONAL AIRPORT;DURANGO, DURANGO;;MÉXICO;N/I;24,124167;-104,531389
MMEP;TPQ;AMADO NERVO NATIONAL AIRPORT;TEPIC, NAYARIT;;MÉXICO;N/I;21,419453;-104,842581
MMES;ESE;ENSENADA AIRPORT;ENSENADA, BAJA CALIFORNIA;;MÉXICO;N/I;31,795278;-116,6025
MMGL;GDL;GUADALAJARA/INTL  ;GUADALAJARA/INTL;;MÉXICO;N/I;20,5216666666667;-103,311111111111
MMGM;GYM;GENERAL JOSÉ MARÍA YÁÑEZ INTERNATIONAL AIRPORT;GUAYMAS, SONORA;;MÉXICO;N/I;27,968889;-110,925
MMGR;GUB;GUERRERO NEGRO AIRPORT;GUERRERO NEGRO, BAJA CALIFORNIA SUR;;MÉXICO;N/I;28,025833;-114,023889
MMHO;HMO;GENERAL IGNACIO PESQUEIRA GARCIA INTERNATIONAL AIRPORT;HERMOSILLO, SONORA;;MÉXICO;N/I;29,095833;-111,047778
MMIA;CLQ;LIC. MIGUEL DE LA MADRID AIRPORT;COLIMA, COLIMA;;MÉXICO;N/I;19,276944;-103,577222
MMIO;SLW;PLAN DE GUADALUPE INTERNATIONAL AIRPORT;SALTILLO, COAHUILA;;MÉXICO;N/I;25,549444;-100,928611
MMJA;JAL;EL LENCERO AIRPORT;JALAPA (XALAPA), VERACRUZ;;MÉXICO;N/I;19,475;-96,7975
MMLC;LZC;LÁZARO CÁRDENAS AIRPORT;LÁZARO CÁRDENAS, MICHOACÁN;;MÉXICO;N/I;18,001667;-102,220278
MMLM;LMM;FEDERAL DEL VALLE DEL FUERTE INTERNATIONAL AIRPORT;LOS MOCHIS, SINALOA;;MÉXICO;N/I;25,685;-109,080556
MMLO;BJX;AEROPUERTO INTERNACIONAL DE GUANAJUATO (KNOWN AS DEL BAJÍO);SILAO, GUANAJUATO;;MÉXICO;N/I;20,993333;-101,480833
MMLP;LAP;MANUEL MÁRQUEZ DE LEÓN INTERNATIONAL AIRPORT;LA PAZ, BAJA CALIFORNIA SUR;;MÉXICO;N/I;24,0725;-110,362222
MMLT;LTO;LORETO INTERNATIONAL AIRPORT;LORETO, BAJA CALIFORNIA SUR;;MÉXICO;N/I;25,989167;-111,348333
MMMA;MAM;GENERAL SERVANDO CANALES INTERNATIONAL AIRPORT;MATAMOROS;;MÉXICO;N/I;25,7698944444444;-97,5253111111111
MMMD;MID;MERIDA;MERIDA;;MÉXICO;N/I;20,9369444444444;-89,6577777777778
MMML;MXL;GENERAL RODOLFO SÁNCHEZ TABOADA INTERNATIONAL AIRPORT;MEXICALI, BAJA CALIFORNIA;;MÉXICO;N/I;32,630556;-115,241389
MMMM;MLM;GENERAL FRANCISCO J. MUJICA INTERNATIONAL AIRPORT;MORELIA, MICHOACÁN;;MÉXICO;N/I;19,85;-101,025556
MMMT;MTT;MINATITLÁN/COATZACOALCOS NATIONAL AIRPORT;MINATITLÁN, VERACRUZ;;MÉXICO;N/I;18,103611;-94,580833
MMMV;LOV;VENUSTIANO CARRANZA INTERNATIONAL AIRPORT;MONCLOVA, COAHUILA;;MÉXICO;N/I;26,955833;-101,47
MMMX;MEX;BENITO JUAREZ INTL;MEXICO;;MÉXICO;N/I;19,4363888888889;-99,0722222222222
MMMY;MTY;MONTERREY;MONTERREY;;MÉXICO;N/I;25,7786111111111;-100,106944444444
MMMZ;MZT;GENERAL RAFAEL BUELNA INTERNATIONAL AIRPORT;MAZATLÁN, SINALOA;;MÉXICO;N/I;23,161356;-106,266072
MMNL;NLD;QUETZALCÓATL INTERNATIONAL AIRPORT;NUEVO LAREDO, TAMAULIPAS;;MÉXICO;N/I;27,443889;-99,570556
MMOX;OAX;XOXOCOTLÁN INTERNATIONAL AIRPORT;OAXACA, OAXACA;;MÉXICO;N/I;17;-96,726667
MMPA;PAZ;EL TAJÍN NATIONAL AIRPORT;POZA RICA, VERACRUZ;;MÉXICO;N/I;20,6025;-97,460833
MMPB;PBC;PUEBLA;PUEBLA;;MÉXICO;N/I;19,1580555555556;-98,3713888888889
MMPE;PPE;MAR DE CORTEZ INTERNATIONAL AIRPORT;PUERTO PEÑASCO, SONORA;;MÉXICO;N/I;31,352;-113,305611
MMPG;PDS;PIEDRAS NEGRAS INTERNATIONAL AIRPORT;PIEDRAS NEGRAS, COAHUILA;;MÉXICO;N/I;28,6275;-100,535278
MMPN;UPN;LIC. Y GEN. IGNACIO LÓPEZ RAYÓN AIRPORT;URUAPAN, MICHOACÁN;;MÉXICO;N/I;19,396667;-102,039167
MMPR;PVR;LIC. GUSTAVO DÍAZ ORDAZ INTERNATIONAL AIRPORT;PUERTO VALLARTA, JALISCO;;MÉXICO;N/I;20,68;-105,254166666667
MMPS;PXM;PUERTO ESCONDIDO INTERNATIONAL AIRPORT;PUERTO ESCONDIDO, OAXACA;;MÉXICO;N/I;15,876667;-97,088889
MMQT;QRO;ING. FERNANDO ESPINOZA GUTIÉRREZ INTERNATIONAL AIRPORT;QUERÉTARO, QUERÉTARO;;MÉXICO;N/I;20,617289;-100,185658
MMRX;REX;GENERAL LUCIO BLANCO INTERNATIONAL AIRPORT;REYNOSA, TAMAULIPAS;;MÉXICO;N/I;26,008889;-98,228333
MMSC;...;SAN CRISTÓBAL DE LAS CASAS NATIONAL AIRPORT;CHIAPAS;;MÉXICO;N/I;16,69;-92,53
MMSD;SJD;LOS CABOS INTERNATIONAL AIRPORT;LOS CABOS, BAJA CALIFORNIA SUR;;MÉXICO;N/I;23,151667;-109,720833
MMSF;SFH;SAN FELIPE INTERNATIONAL AIRPORT;SAN FELIPE, BAJA CALIFORNIA;;MÉXICO;N/I;30,930278;-114,816389
MMSL;CSL;CABO SAN LUCAS INTERNATIONAL AIRPORT;CABO SAN LUCAS, BAJA CALIFORNIA SUR;;MÉXICO;N/I;22,9475;-109,937081
MMSM;NLU;SANTA LUCÍA AIR FORCE BASE NUM 1;ZUMPANGO, STATE OF MEXICO;;MÉXICO;N/I;19,756667;-99,015278
MMSP;SLP;PONCIANO ARRIAGA INTERNATIONAL AIRPORT;SAN LUIS POTOSÍ, SAN LUIS POTOSÍ;;MÉXICO;N/I;22,254444;-100,930833
MMSZ;SCX;SALINA CRUZ AIRPORT;SALINA CRUZ, OAXACA;;MÉXICO;N/I;16,2125;-95,201389
MMTC;TRC;FRANCISCO SARABIA INTERNATIONAL AIRPORT A.K.A. TORREÓN INTERNATIONAL AIRPORT;TORREÓN, COAHUILA;;MÉXICO;N/I;25,568056;-103,410556
MMTG;TGZ;ANGEL ALBINO CORZO INTERNATIONAL AIRPORT;TUXTLA GUTIÉRREZ, CHIAPAS;;MÉXICO;N/I;16,563611;-93,0225
MMTJ;TIJ;TIJUANA;TIJUANA;;MÉXICO;N/I;32,5411111111111;-116,970277777778
MMTM;TAM;GENERAL FRANCISCO JAVIER MINA INTERNATIONAL AIRPORT;TAMPICO, TAMAULIPAS;;MÉXICO;N/I;22,296389;-97,865833
MMTN;TSL;TAMUÍN NATIONAL AIRPORT;TAMUÍN, SAN LUIS POTOSÍ;;MÉXICO;N/I;22,044753;-98,805714
MMTO;TLC;TOLUCA;TOLUCA;;MÉXICO;N/I;19,3369444444444;-99,5661111111111
MMTP;TAP;TAPACHULA INTERNATIONAL AIRPORT;TAPACHULA, CHIAPAS;;MÉXICO;N/I;14,794444;-92,37
MMTY;...;MONTERREY FIR/UIR ;MONTERREY FIR/UIR;;MÉXICO;N/I;25,8655555555556;-100,238055555556
MMUN;CUN;CANCUN/INTL ;CANCUN/INTL;;MÉXICO;N/I;21,0366666666667;-86,8772222222222
MMVA;VSA;CARLOS ROVIROSA PÉREZ INTERNATIONAL AIRPORT;VILLAHERMOSA, TABASCO;;MÉXICO;N/I;17,995;-92,817222
MMVR;VER;GENERAL HERIBERTO JARA INTERNATIONAL AIRPORT;VERACRUZ, VERACRUZ;;MÉXICO;N/I;19,145833;-96,187222
MMZC;ZCL;GENERAL LEOBARDO C. RUIZ INTERNATIONAL AIRPORT A.K.A. LA CALERA AIRPORT;ZACATECAS, ZACATECAS;;MÉXICO;N/I;22,897111;-102,686889
MMZH;ZIH;IXTAPA-ZIHUATANEJO INTERNATIONAL AIRPORT;IXTAPA, ZIHUATANEJO, GUERRERO;;MÉXICO;N/I;17,601389;-101,460278
MMZO;ZLO;PLAYA DE ORO INTERNATIONAL AIRPORT;MANZANILLO, COLIMA;;MÉXICO;N/I;19,144722;-104,558611
MNBR;...;LOS BRASILES AIRPORT;LOS BRASILES, MANAGUA;;NICARÁGUA;N/I;12,19;-86,353889
MNCH;...;CHINANDEGA AIRPORT;CHINANDEGA, CHINANDEGA;;NICARÁGUA;N/I;12,639722;-87,138333
MNEP;...;LA ESPERANZA AIRPORT;LA ESPERANZA, RAAS (ZELAYA);;NICARÁGUA;N/I;-14,416611;-65,517972
MNFC;...;PUNTA HUETE AIRPORT (PANCHITO);PUNTA HUETE, MANAGUA;;NICARÁGUA;N/I;12,353889;-86,182778
MNLN;...;LEÓN AIRPORT (FANOR URROZ);LEÓN, LEÓN;;NICARÁGUA;N/I;12,429167;-86,902778
MNMG;MGA;MANAGUA  ;MANAGUA;;NICARÁGUA;N/I;12,1413888888889;-86,1680555555556
MNMR;...;MONTELIMAR AIRPORT;MONTELIMAR, MANAGUA;;NICARÁGUA;N/I;11,805278;-86,511389
MNRT;RFS;ROSITA AIRPORT;ROSITA, RAAN (ZELAYA);;NICARÁGUA;N/I;13,889722;-84,408611
MNSC;NCR;SAN CARLOS AIRPORT;SAN CARLOS, RÍO SAN JUAN;;NICARÁGUA;N/I;11,133056;-84,765556
MPDA;DAV;ENRIQUE MALEK INTERNATIONAL AIRPORT;DAVID;;PANAMÁ;N/I;8,39083;-82,43472
MPFS;...;FORT SHERMAN;FUERTE SHERMAN;;PANAMÁ;N/I;9,36302;-79,953035
MPHO;...;HOWARD AFB  ;HOWARD AFB;;PANAMÁ;N/I;8,915;-79,5997222222222
MPMG;PAC;ALBROOK "MARCOS A. GELABERT" INTERNATIONAL AIRPORT;PANAMA CITY;;PANAMÁ;N/I;8,97333;-79,55556
MPNU;...;AUGUSTO VERGARA AIRPORT;LOS SANTOS;;PANAMÁ;N/I;7,858333;-80,276389
MPPA;BLB;PANAMA PACIFICO, FORMERLY HOWARD AIR FORCE BASE;BALBOA;;PANAMÁ;N/I;8,915;-79,59389
MPTO;PTY;TOCUMEN INTL;PANAMA;;PANAMÁ;N/I;9,07138888888889;-79,3833333333333
MRFS;...;FINCA 63 AIRPORT;FINCA 63;;COSTA RICA;N/I;8,65;-83,066667
MRLB;LIR;DANIEL ODUBER INTERNATIONAL AIRPORT;LIBERIA;;COSTA RICA;N/I;10,59306;-85,54556
MRLE;...;LAUREL AIRPORT;LAUREL;;COSTA RICA;N/I;8,433333;-82,9
MROC;SJO;SAN JOSE/JUAN SANTAMARIA;SAN JOSE/JUAN SANTAMARIA;;COSTA RICA;N/I;9,99388888888889;-84,2088888888889
MRSJ;...;AIRPORT SAN JOSE CIUDAD;SAN JOSE;;COSTA RICA;N/I;9,993889;-84,208889
MSET;...;EL TAMARINDO AIRPORT;EL TAMARINDO;;EL SALVADOR;N/I;13,1625;-87,904722
